name,calories,proteins,fats,carbs
Куриные Крылышки  [Макдоналдс],184.0,20.0,11.0,1.5
Куриные Крылышки  [Макдоналдс],695.0,43.0,45.0,30.0
Куриные Крылышки  [Макдоналдс],292.0,32.0,16.0,4.1
Куриные Крылышки  [Макдоналдс],415.0,45.0,24.0,3.3
Куриные Крылышки [Макдоналдс],99.0,6.1,6.5,4.1
Куриные Крылья [Макдоналдс],973.0,60.0,63.0,42.0
Куриные Наггетсы [Макдоналдс],179.0,11.0,9.1,12.0
"Латте (0,3 L) [Макдоналдс]",120.0,6.0,6.0,9.0
"Латте 0,4 [Макдоналдс]",140.0,8.0,7.5,10.0
"Латте Гранд (0,4 L) [Макдоналдс]",130.0,6.5,7.0,10.0
Латте Макиато [Макдоналдс],122.0,6.2,6.5,9.6
Лимонад Вишня [Макдоналдс],139.0,0.0,0.0,35.0
Лимонад Гренадин [Макдоналдс],79.0,0.0,0.0,20.0
Лимонад Гуава [Макдоналдс],140.0,0.1,0.0,35.0
Лимонад Малина [Макдоналдс],139.0,0.0,0.0,35.0
"Лимонад Санторини (0,3 L) [Макдоналдс]",78.0,0.0,0.0,19.0
Лимонный Треугольник [Макдоналдс],130.0,1.3,6.9,16.0
Лимонный Чизкейк [Макдоналдс],281.0,7.0,17.0,24.0
Липтон Лимон [Макдоналдс],67.0,0.0,0.0,17.0
Макарони [Макдоналдс],75.0,1.1,3.4,9.8
Макзавтрак Блины с джемом [Макдоналдс],303.0,7.0,3.0,57.0
Макзавтрак Блины с мёдом [Макдоналдс],308.0,7.0,3.0,59.0
Макзавтрак Блины стандартные [Макдоналдс],235.0,7.0,3.0,45.0
Макзавтрак двойной МакМаффин с яйцом и свиной котлетой [Макдоналдс],645.0,36.0,41.0,31.0
Макзавтрак двойной Фреш МакМаффин [Макдоналдс],560.0,27.0,35.0,33.0
Макзавтрак МакМаффин с яйцом и беконом [Макдоналдс],310.0,17.0,14.0,27.0
Макзавтрак МакМаффин с яйцом и свиной котлетой [Макдоналдс],435.0,24.0,25.0,27.0
Макзавтрак МакМаффин с яйцом и сыром [Макдоналдс],275.0,15.0,11.0,27.0
Макзавтрак МакМаффин со свиной котлетой [Макдоналдс],360.0,17.0,20.0,27.0
Макзавтрак МакТост [Макдоналдс],255.0,10.0,10.0,30.0
Макзавтрак МакТост с ветчиной [Макдоналдс],280.0,14.0,11.0,30.0
Макзавтрак Овсяная каша с джемом [Макдоналдс],200.0,4.0,4.0,35.0
Макзавтрак Овсяная каша с клюквой и изюмом [Макдоналдс],212.0,4.3,4.0,38.0
Макзавтрак Овсяная каша с мёдом [Макдоналдс],210.0,4.0,4.0,35.0
Макзавтрак Овсяная каша стандартная [Макдоналдс],150.0,4.0,4.0,23.0
Макзавтрак Снек Ролл с омлетом и беконом [Макдоналдс],320.0,16.0,16.0,27.0
Макзавтрак Снек Ролл с омлетом и свиной котлетой [Макдоналдс],435.0,22.0,26.0,27.0
Макзавтрак Фреш МакМаффин [Макдоналдс],400.0,18.0,21.0,33.0
Макзавтрак Хашбраун [Макдоналдс],135.0,1.0,8.0,14.0
Макзавтрак Чикен Фреш МакМаффин [Макдоналдс],365.0,19.0,13.0,41.0
Макмаффин с Яйцом и Беконом [Макдоналдс],317.0,18.0,15.0,26.0
Макмаффин с Яйцом и Ветчиной [Макдоналдс],312.0,20.0,14.0,26.0
Макмаффин с Яйцом и Свиной Котлетой [Макдоналдс],434.0,25.0,25.0,26.0
Макмаффин с Яйцом и Сыром [Макдоналдс],289.0,16.0,13.0,26.0
Макмаффин со Свиной Котлетой [Макдоналдс],344.0,18.0,18.0,26.0
Макпирог Клубничный Чизкейк [Макдоналдс],186.0,3.0,7.0,27.0
Макпирог с Вишней [Макдоналдс],255.0,3.0,13.0,31.0
Макпирог Шоколадно-Апельсиновый [Макдоналдс],294.0,3.0,14.0,38.0
Максанди с Карамелью [Макдоналдс],241.0,5.0,5.0,44.0
Максанди с Шоколадом [Макдоналдс],243.0,5.7,6.8,39.5
Мактост [Макдоналдс],255.0,10.0,10.0,30.0
Мактост с Ветчиной [Макдоналдс],280.0,14.0,11.0,30.0
Мактост с Ветчиной и Сыром [Макдоналдс],265.0,14.0,11.0,28.0
Мактост с Грибами и Сыром [Макдоналдс],243.0,8.8,11.0,26.0
Мактост с Сыром [Макдоналдс],240.0,10.0,9.7,27.0
Макфлейвор Фрайз Барбекю с Беконом [Макдоналдс],414.0,7.1,20.0,49.0
Макфлейвор Фрайз по Деревенски Барбекю с Беконом [Макдоналдс],426.0,7.9,20.0,52.0
Макфлури Гуава [Макдоналдс],343.0,6.4,8.2,61.0
Макфлури Де Люкс Ананас [Макдоналдс],334.0,6.4,8.2,59.0
Макфлури Де Люкс Крем-Брюле [Макдоналдс],322.0,6.0,6.0,59.0
Макфлури Де Люкс Манго [Макдоналдс],285.0,5.5,5.7,53.0
Макфлури Де Люкс Мокко [Макдоналдс],360.0,7.2,11.0,57.0
Макфлури Де Люкс Персик [Макдоналдс],347.0,6.7,8.2,61.0
Макфлури Де Люкс с Бисквитом и Карамелью [Макдоналдс],400.0,7.1,11.0,67.0
Макфлури Карамель [Макдоналдс],354.0,8.1,9.0,60.0
Макфлури Карамельный с Вафельно-Шоколадной Крошкой [Макдоналдс],370.0,7.0,9.4,64.0
Макфлури Лесной Орех [Макдоналдс],220.0,8.0,6.0,34.0
Макфлури с Вафельно-Шоколадной Крошкой [Макдоналдс],270.0,6.0,8.0,43.0
Макфлури с Шоколадно-Вафельной Крошкой [Макдоналдс],280.0,6.0,8.0,40.0
Макфлури Сочный Ананас [Макдоналдс],290.0,5.5,5.6,54.0
Макфлури Спелая Вишня [Макдоналдс],344.0,6.4,8.2,61.0
Макфлури Спелое Манго [Макдоналдс],285.0,5.5,5.7,53.0
Макфлури Яблочный Пай [Макдоналдс],307.0,6.5,6.6,55.0
Макфлурри Вишнёвый Пирог [Макдоналдс],356.0,6.3,9.8,60.0
Макфлурри Де Люкс Грецкий Орех [Макдоналдс],277.0,5.5,5.6,51.0
Макфлурри Де Люкс Гуава [Макдоналдс],343.0,6.4,8.2,61.0
Макфлурри Де Люкс Карамельно-Шоколадное [Макдоналдс],406.0,7.1,11.0,71.0
Макфлурри Де Люкс Клубнично-Шоколадное [Макдоналдс],345.0,6.4,8.6,60.0
Макфлурри Де Люкс Клубничный Бискотти [Макдоналдс],337.0,6.4,9.4,56.0
Макфлурри Де Люкс Крем-Брюле [Макдоналдс],322.0,6.5,6.6,59.0
Макфлурри Де Люкс Малина [Макдоналдс],294.0,6.4,8.2,48.0
Макфлурри Де Люкс Мокко [Макдоналдс],360.0,7.2,11.0,57.0
Макфлурри Де Люкс Персик [Макдоналдс],347.0,6.7,8.2,61.0
Макфлурри Де Люкс с Бисквитом и Карамелью [Макдоналдс],400.0,7.1,11.0,67.0
Макфлурри Де Люкс Тирамису [Макдоналдс],343.0,7.0,7.6,62.0
Макфлурри Де Люкс Фисташка [Макдоналдс],268.0,6.1,7.7,44.0
Макфлурри Де Люкс Шоколадно-Карамельное [Макдоналдс],406.0,7.1,11.0,71.0
Макфлурри Де Люкс Шоколадно-Клубничное [Макдоналдс],345.0,6.4,8.6,60.0
Макфлурри Де Люкс Яблочный Пай [Макдоналдс],307.0,6.5,6.6,55.0
Макфлурри с Рисом и Клубникой [Макдоналдс],290.0,5.0,6.0,54.0
Макфлурри Спелое Манго [Макдоналдс],285.0,5.5,5.7,53.0
Макфлурри Шоколадно-Клубничное [Макдоналдс],345.0,6.4,8.6,60.0
Макфлэйвор Фрайз [Макдоналдс],414.0,7.1,20.0,49.0
Макфлэйвор Фрайз Барбекю с Беконом [Макдоналдс],414.0,7.0,20.0,49.0
Макфлэйвор Фрайз по Деревенски [Макдоналдс],449.0,9.5,24.0,46.0
Макфлэйвор Фрайз по-Деревенски Барбекю с Беконом [Макдоналдс],426.0,7.9,20.0,52.0
Макфреш [Макдоналдс],519.0,25.0,31.0,34.0
Макчикен [Макдоналдс],484.0,21.0,22.0,49.0
Макчикен Острый [Макдоналдс],471.0,21.0,15.0,62.0
Макчикен Премьер Пиканто [Макдоналдс],525.0,26.0,28.0,49.0
Макшейк [Макдоналдс],235.0,7.0,7.0,35.0
Малиновый Лимонад [Макдоналдс],139.0,0.0,0.0,35.0
"Малиновый Пунш (0,3 L) [Макдоналдс]",140.0,0.3,0.0,35.0
Малиновый Шейк [Макдоналдс],244.0,5.7,4.3,45.0
Маффин с Черной Смородиной [Макдоналдс],370.0,5.0,18.0,47.0
Маффин с Шоколадом [Макдоналдс],346.0,5.9,12.0,55.0
Маффин с Яблоком и Корицей [Макдоналдс],463.0,5.8,22.0,60.0
Маффин Шоколадный [Макдоналдс],289.0,4.6,13.7,36.8
Маффин Шоколадный с Черничным Джемом [Макдоналдс],360.0,5.0,16.0,49.0
Маэстро Биф & Бородинский [Макдоналдс],643.0,36.0,40.0,36.0
Маэстро Классик [Макдоналдс],686.0,41.0,42.0,37.0
Мёд [Макдоналдс],57.0,0.2,0.0,14.0
Микс Бокс [Макдоналдс],858.0,38.0,41.0,83.0
Миндальный Капучино Большой [Макдоналдс],57.0,1.4,2.8,6.2
Миндальный Капучино Маленький [Макдоналдс],31.0,0.8,1.6,3.4
Миндальный Капучино Средний [Макдоналдс],44.0,1.1,2.2,4.8
Миндальный Латте Макиато Большой [Макдоналдс],54.0,1.4,2.7,5.9
Миндальный Латте Макиато Средний [Макдоналдс],50.0,1.2,2.5,5.4
Миндальный Торт [Макдоналдс],347.0,17.0,6.9,42.0
"Молоко 3,5% [Макдоналдс]",62.0,3.0,3.5,4.7
Молочный Коктейль Ваниль [Макдоналдс],81.0,2.0,1.5,15.0
"Молочный Коктейль Ванильный (0,3 L) [Макдоналдс]",244.0,6.1,4.6,45.0
"Молочный Коктейль Ванильный (0,4 L) [Макдоналдс]",385.0,9.0,7.0,71.0
"Молочный Коктейль Ванильный (0,47 L) [Макдоналдс]",383.0,9.5,7.2,70.0
"Молочный Коктейль Ванильный (0,6 L) [Макдоналдс]",489.0,12.0,9.2,89.0
Молочный Коктейль Карамельный Латте [Макдоналдс],242.0,6.1,4.6,44.0
"Молочный Коктейль Клубника (0,25 L) [Макдоналдс]",244.0,6.1,4.6,45.0
"Молочный Коктейль Клубничный (0,3 L) [Макдоналдс]",244.0,6.1,4.6,45.0
"Молочный Коктейль Клубничный (0,4 L) [Макдоналдс]",382.0,9.6,7.2,70.0
"Молочный Коктейль Шоколадный (0,25 L) [Макдоналдс]",247.0,6.7,5.0,43.0
"Молочный Коктейль Шоколадный (0,47 L) [Макдоналдс]",386.0,10.0,7.9,68.0
"Молочный Коктейль Шоколадный (0,6 L) [Макдоналдс]",493.0,13.0,10.0,87.0
Морковные Палочки [Макдоналдс],34.0,1.3,0.1,6.9
Морковные палочки McDonalds [Макдоналдс],27.0,1.0,0.0,6.0
Морковь [Макдоналдс],35.0,1.3,0.1,6.9
Мороженное с Шоколадом [Макдоналдс],315.0,6.0,9.0,52.0
Мороженое Гуава [Макдоналдс],257.0,1.9,4.9,48.0
Мороженое Двойной Шоколад [Макдоналдс],432.0,6.7,14.0,68.0
Мороженое Карамельное [Макдоналдс],319.0,5.6,6.9,59.0
Мороженое Клубничное [Макдоналдс],256.0,4.9,4.9,48.0
Мороженое Макфлури Де Люкс Шоко-Карамель [Макдоналдс],406.0,7.1,11.0,71.0
Мороженое Малина [Макдоналдс],209.0,4.8,4.9,36.0
Мороженое Манго-Маракуйя [Макдоналдс],260.0,4.0,4.0,49.0
Мороженое Мягкое Молочное в Вафельном Рожке [Макдоналдс],164.0,3.8,3.6,29.0
Мороженое Персик [Макдоналдс],256.0,4.8,4.9,48.0
Мороженое с Карамелью [Макдоналдс],319.0,5.6,6.9,59.0
Мороженое с Клубникой [Макдоналдс],265.0,5.0,5.0,50.0
Мороженое с Клубникой и Шоколадом [Макдоналдс],378.0,5.8,9.3,66.0
Мороженое с Шоколадом [Макдоналдс],315.0,6.0,9.0,52.0
Мороженое Шоколадное [Макдоналдс],310.0,6.4,9.0,51.0
Мохито Итальано [Макдоналдс],82.0,0.0,0.0,20.0
Мусс с Бельгийским Шоколадом [Макдоналдс],262.0,2.4,18.0,22.0
Мусс Шоколадный [Макдоналдс],353.0,3.1,24.0,29.0
Наггетс Бокс [Макдоналдс],456.0,17.0,22.0,45.0
Нагетсы  [Макдоналдс],268.0,17.0,14.0,19.0
Нагетсы [Макдоналдс],45.0,2.8,2.3,3.2
Напиток Апельсиновый сок McDonalds 400 мл [Макдоналдс],190.0,3.0,1.0,41.0
Напиток Двойной Эспрессо McDonalds [Макдоналдс],3.0,0.2,0.1,0.2
Напиток Капучино [Макдоналдс],105.0,5.0,5.0,7.0
Напиток Капучино McDonalds 300 мл [Макдоналдс],125.0,6.0,7.0,9.0
Напиток Кока-Кола McDonalds 400 мл [Макдоналдс],170.0,0.0,0.0,42.0
Напиток Кока-Кола Лайт McDonalds 400 мл [Макдоналдс],2.0,0.4,0.0,0.0
Напиток Кофе McDonalds 200 мл [Макдоналдс],7.0,0.6,0.2,0.6
Напиток Кофе Глясе [Макдоналдс],125.0,4.0,3.0,19.0
Напиток Кофе Глясе McDonalds [Макдоналдс],125.0,4.0,3.0,19.0
Напиток Кофе Латте [Макдоналдс],175.0,8.0,9.0,12.0
Напиток Кофе Латте McDonalds [Макдоналдс],125.0,6.0,7.0,10.0
Напиток Липтон Айс-Ти Зелёный McDonalds 400 мл [Макдоналдс],110.0,0.0,0.0,27.0
Напиток Липтон Айс-Ти Лимон McDonalds 400 мл [Макдоналдс],110.0,0.0,0.0,27.0
Напиток Спрайт McDonalds 400 мл [Макдоналдс],165.0,0.4,0.0,41.0
Напиток Фанта McDonalds 400 мл [Макдоналдс],185.0,0.4,0.0,46.0
Облепиховый Пунш [Макдоналдс],127.0,0.2,1.2,29.0
Овощной Салат [Макдоналдс],60.0,3.0,0.0,10.0
Овсяная Каша [Макдоналдс],154.0,4.3,4.1,23.0
Овсяная Каша с Джемом [Макдоналдс],200.0,4.0,4.0,35.0
Овсяная Каша с Клюквой и Изюмом [Макдоналдс],217.0,4.6,4.1,39.0
Овсяная Каша Стандартная [Макдоналдс],150.0,4.0,4.0,23.0
Омлет [Макдоналдс],305.0,18.0,14.0,26.0
Омлет с Беконом [Макдоналдс],341.0,19.0,17.0,27.0
Омлет с Ветчиной [Макдоналдс],344.0,24.0,15.0,27.0
Омлет с Сыром [Макдоналдс],389.0,23.0,21.0,27.0
Омлет Стандартный [Макдоналдс],305.0,18.0,14.0,26.0
Омлеттер [Макдоналдс],251.0,13.0,13.0,20.0
Острые Чикен Макнаггетс  [Макдоналдс],284.0,15.0,16.0,20.0
Острые Чикен Макнаггетс  [Макдоналдс],427.0,22.0,24.0,30.0
Панини Тоскана [Макдоналдс],591.0,31.0,33.0,43.0
Панини Тоскана 2021 [Макдоналдс],591.0,31.0,33.0,43.0
Панини Тоскана без Соуса [Макдоналдс],553.0,30.0,28.0,45.0
Панини Тоскана с Говядиной [Макдоналдс],591.0,31.0,33.0,43.0
Панини Тоскана Чикен [Макдоналдс],608.0,29.0,29.0,56.0
Печенье с Кусочками Шоколада [Макдоналдс],345.0,6.0,18.0,41.0
Печенье Шоколадное с Кусочками Шоколада [Макдоналдс],324.0,3.6,17.0,38.0
Пирог с Вишней и Ревенем [Макдоналдс],175.0,2.0,9.7,19.0
Пирог Яблочный [Макдоналдс],276.0,3.1,14.6,32.2
Пирожное Тирамису Классик [Макдоналдс],260.0,3.4,15.3,26.3
Пирожное Чёрный Лес [Макдоналдс],386.0,3.8,26.0,35.0
Пирожок Клубника и Сливочный Сыр [Макдоналдс],258.0,2.9,15.0,29.0
Пирожок Клубника-Малина [Макдоналдс],253.0,2.8,12.0,32.0
Пирожок Лесные Ягоды [Макдоналдс],285.0,3.0,16.0,32.0
Пирожок Малина Крем-Чиз [Макдоналдс],273.0,3.2,15.0,32.0
Пирожок Маракуйя [Макдоналдс],255.0,2.0,13.0,32.0
Пирожок Маракуйя и Сливочный Сыр [Макдоналдс],280.0,2.9,15.0,32.0
Пирожок по-Итальянски [Макдоналдс],163.0,3.2,6.6,23.0
Пирожок Пряное Яблоко [Макдоналдс],232.0,2.8,11.0,31.0
Пирожок с Вишней [Макдоналдс],249.0,2.8,12.0,32.0
Пирожок с Карельской Черникой [Макдоналдс],255.0,2.7,12.0,34.0
Пирожок с Картофелем и Грибами [Макдоналдс],130.0,3.0,6.0,17.0
Пирожок с Персиком [Макдоналдс],189.0,3.0,7.7,27.0
Пирожок с Яблоком и Корицей [Макдоналдс],166.0,3.3,7.7,21.0
Пирожок Черная Смородина [Макдоналдс],259.0,2.9,12.0,34.0
Пита Грик [Макдоналдс],286.0,13.0,14.0,26.0
Пита Грик с Говяжьей Котлетой [Макдоналдс],287.0,13.0,14.0,26.0
Пита Грик с Куриной Котлетой [Макдоналдс],260.0,14.0,9.4,29.0
Премиальный Яблочный Пирог [Макдоналдс],331.0,3.1,9.0,57.0
Профитроли [Макдоналдс],135.0,1.4,8.9,12.0
Пряный Чай Латте [Макдоналдс],229.0,7.8,8.2,31.0
Пунш Пряная Вишня-Смородина [Макдоналдс],95.0,0.2,0.0,23.0
РАФ Большой [Макдоналдс],316.0,7.5,24.0,19.0
"Раф Кофе (0,3 L) [Макдоналдс]",289.0,6.0,22.0,17.0
РАФ Кофе [Макдоналдс],322.0,7.6,24.0,20.0
Рич Лимониада [Макдоналдс],141.0,0.0,0.0,34.0
Рождественский пирожок Пряное яблоко [Макдоналдс],232.0,2.8,11.0,31.0
Рождественский Ягодный Пунш [Макдоналдс],79.0,0.2,0.0,20.0
Ролл с Креветками [Макдоналдс],412.0,11.0,11.0,52.0
Роял Барбекю [Макдоналдс],526.0,30.0,27.0,40.0
Роял Бекон [Макдоналдс],548.0,33.0,30.0,36.0
Роял Де Люкс [Макдоналдс],570.0,31.0,31.0,40.0
Роял Де Люкс Без Мяса [Макдоналдс],255.0,9.0,14.0,21.0
Роял Чизбургер [Макдоналдс],514.0,30.0,26.0,38.0
"Рулетики с Творогом, Изюмом и Курагой  [Макдоналдс]",211.0,7.0,9.6,24.0
Салат Овощной (без Заправки) [Макдоналдс],45.0,2.0,0.0,8.0
Салат Овощной [Макдоналдс],31.0,0.8,2.0,2.0
Салат Овощной McDonalds [Макдоналдс],60.0,2.0,3.0,5.0
Салат Цезарь (без Заправки) [Макдоналдс],283.0,21.0,16.0,13.0
Салат Цезарь McDonalds [Макдоналдс],190.0,15.0,10.0,9.0
Салат Цезарь без Заправки [Макдоналдс],195.0,15.0,10.0,10.0
Салат Цезарь без Соуса [Макдоналдс],231.0,15.0,11.0,17.0
Салат Цезарь с Креветками [Макдоналдс],186.0,11.0,9.7,13.0
Салат Цезарь с Курицей [Макдоналдс],231.0,15.0,11.0,17.0
Салатная Заправка 1000 Островов [Макдоналдс],204.0,1.1,19.5,6.6
Салатная Заправка Масло и Винный Уксус [Макдоналдс],105.0,0.0,11.0,3.0
Салатная Заправка Цезарь [Макдоналдс],240.0,2.5,22.0,7.0
Санрайз Сладкий Апельсин [Макдоналдс],174.0,2.4,0.0,41.0
Сахар [Макдоналдс],20.0,0.0,0.0,5.0
Смесь Фруктов Сушеных Клюква и Изюм [Макдоналдс],311.0,2.0,0.0,76.0
Смузи Манго-Ананас [Макдоналдс],190.0,2.0,1.0,42.0
Смусси Клубника-Банан [Макдоналдс],175.0,2.0,1.0,38.0
Снек Ролл с Омлетом и Беконом [Макдоналдс],320.0,16.0,16.0,27.0
Снек Ролл с Омлетом и Свиной Котлетой [Макдоналдс],435.0,22.0,26.0,27.0
Снэк Бокс с Крыльями [Макдоналдс],866.0,38.0,46.0,73.0
Снэк Бокс Со Стрипсами [Макдоналдс],535.0,22.0,26.0,52.0
Снэкбокс [Макдоналдс],535.0,22.0,26.0,52.0
Сок Яблочный [Макдоналдс],202.0,0.5,0.4,49.0
Соус 1000 Островов [Макдоналдс],78.0,0.3,7.4,2.8
Соус Барбекю [Макдоналдс],47.0,0.2,0.3,11.0
Соус барбекю McDonalds [Макдоналдс],48.0,0.2,0.3,11.0
Соус Горчичный [Макдоналдс],62.0,0.5,3.3,7.6
Соус Карри [Макдоналдс],49.0,0.2,0.5,11.0
Соус карри McDonalds [Макдоналдс],50.0,0.0,0.0,12.0
Соус кетчуп McDonalds [Макдоналдс],27.0,0.0,0.3,6.6
Соус Кисло-Сладкий [Макдоналдс],47.0,0.2,0.3,11.0
Соус кисло-сладкий McDonalds [Макдоналдс],49.0,0.1,0.3,12.0
Соус Клюквенный [Макдоналдс],182.0,0.1,0.7,42.6
Соус Коктейль [Макдоналдс],329.0,3.2,30.0,11.6
Соус Сальса [Макдоналдс],36.0,0.3,0.2,7.9
Соус Сладкий Чили [Макдоналдс],47.0,0.1,0.0,11.0
Соус Сметанный [Макдоналдс],60.0,0.6,3.4,6.9
Соус Сырный [Макдоналдс],90.0,0.5,9.3,1.5
Соус сырный McDonalds [Макдоналдс],89.0,0.6,9.0,1.4
Соус Терияки [Макдоналдс],54.0,0.5,0.0,13.0
Соус Тысяча Островов [Макдоналдс],79.0,0.3,7.4,3.0
Соус Цезарь [Макдоналдс],240.0,2.5,22.0,7.0
Соус Чесночный [Макдоналдс],84.0,0.3,7.8,3.3
Соус Чураско [Макдоналдс],160.0,1.3,3.8,28.9
Спайси Гамбургер с Беконом [Макдоналдс],284.0,14.0,10.0,33.0
Спелая Вишня с Бисквитом [Макдоналдс],280.0,3.8,6.8,51.0
Спринг Роллы  [Макдоналдс],150.0,7.0,6.0,17.0
Стейк Хаус Классик [Макдоналдс],709.0,39.0,39.0,49.0
Стейкхаус [Макдоналдс],702.0,38.0,40.0,46.0
Стрипсы  [Макдоналдс],270.0,17.0,12.0,23.0
Стрипсы  [Макдоналдс],450.0,28.0,21.0,38.0
Стрипсы  [Макдоналдс],630.0,39.0,29.0,60.0
Стрипсы [Макдоналдс],180.0,11.2,8.4,15.2
Сыр Камамбер [Макдоналдс],240.0,10.0,15.0,17.0
Сырники [Макдоналдс],272.0,17.0,12.0,25.0
Сырные Наггетсы Бри  [Макдоналдс],299.0,11.0,17.0,24.0
Сырные Палочки [Макдоналдс],272.0,17.0,12.0,25.0
Сырные Палочки 4 Сыра [Макдоналдс],299.0,11.0,17.0,24.0
Сырные Палочки Грик Чиз  [Макдоналдс],299.0,11.0,17.0,24.0
Сэндвич Биг Брекфаст Ролл [Макдоналдс],655.0,27.0,36.0,54.0
Сэндвич Биг Мак [Макдоналдс],495.0,27.0,25.0,40.0
Сэндвич Биг Тейсти [Макдоналдс],850.0,48.0,51.0,50.0
Сэндвич Биф а-ля Рус [Макдоналдс],580.0,29.0,31.0,44.0
Сэндвич Биф Ролл [Макдоналдс],520.0,20.0,29.0,43.0
Сэндвич Гамбургер [Макдоналдс],255.0,13.0,9.0,30.0
Сэндвич Двойной Чизбургер [Макдоналдс],440.0,27.0,23.0,31.0
Сэндвич Макчикен [Макдоналдс],390.0,19.0,18.0,38.0
Сэндвич Роял Де Люкс [Макдоналдс],495.0,27.0,27.0,36.0
Сэндвич Роял Чизбургер [Макдоналдс],505.0,32.0,27.0,34.0
Сэндвич Филе-о-фиш [Макдоналдс],350.0,15.0,16.0,37.0
Сэндвич Фиш Ролл [Макдоналдс],475.0,17.0,23.0,49.0
Сэндвич Фреш Ролл [Макдоналдс],610.0,25.0,38.0,40.0
Сэндвич Цезарь Ролл [Макдоналдс],472.0,19.0,32.0,46.0
Сэндвич Чизбургер [Макдоналдс],300.0,16.0,13.0,30.0
Сэндвич Чикен Бекон [Макдоналдс],665.0,27.0,37.0,61.0
Сэндвич Чикен Мифик [Макдоналдс],625.0,29.0,35.0,48.0
Сэндвич Чикен Эмменталь [Макдоналдс],625.0,29.0,35.0,48.0
Сэндвич Чикенбургер [Макдоналдс],310.0,15.0,12.0,36.0
Творожные Рулетики  [Макдоналдс],211.0,7.0,9.6,24.0
Техас Бургер [Макдоналдс],600.0,32.0,34.0,41.0
Техас Чикен [Макдоналдс],598.0,26.0,30.0,56.0
Тирамису [Макдоналдс],265.0,4.0,14.0,30.0
Торт Згапари [Макдоналдс],367.0,9.7,19.0,39.0
Торт Рикотта с Грушей [Макдоналдс],335.0,6.0,20.0,33.0
Тоскана Биф [Макдоналдс],364.0,17.0,18.0,34.0
Тост с Ветчиной и Сыром [Макдоналдс],280.0,14.0,11.0,30.0
Тост с Сыром [Макдоналдс],255.0,10.0,10.0,30.0
Тройной Чизбургер [Макдоналдс],583.0,32.0,33.0,33.0
Улитка с Карамелью [Макдоналдс],380.0,5.0,26.0,30.0
Фахитос Чикен Ролл [Макдоналдс],461.0,18.0,23.0,44.0
Филе Макфреш [Макдоналдс],382.0,17.0,15.0,44.0
Филе Фреш [Макдоналдс],363.0,17.0,15.0,38.0
Филе-О-Фиш [Макдоналдс],331.0,15.0,14.0,36.0
Фиш & Чипс [Макдоналдс],451.0,15.0,23.0,45.0
Фиш Ролл [Макдоналдс],444.0,17.0,23.0,42.0
Фиш Ролл без Соуса [Макдоналдс],379.0,17.0,11.0,42.0
Фиш Фреш Ролл [Макдоналдс],435.0,18.0,20.0,46.0
Фишролл [Макдоналдс],444.0,17.0,23.0,42.0
Флет Вайт [Макдоналдс],54.0,3.0,3.0,5.0
Фраппе Карамель Средний [Макдоналдс],278.0,4.9,13.0,36.0
Фраппе Клубничный [Макдоналдс],264.0,3.0,13.0,34.0
Фраппе Латте Большой [Макдоналдс],445.0,9.9,14.0,68.0
Фраппе Мокко [Макдоналдс],126.0,2.1,5.9,16.2
Фреш Макмаффин [Макдоналдс],368.0,18.0,20.0,28.0
Фреш Ролл [Макдоналдс],537.0,23.0,34.0,34.0
Фреш Ролл без Соуса [Макдоналдс],500.0,23.0,25.0,44.0
Фрешбургер с Пармезаном [Макдоналдс],340.0,16.0,17.0,30.0
Фрешбургер с Сыром [Макдоналдс],348.0,17.0,17.0,31.0
Фрешмакмаффин [Макдоналдс],368.0,18.0,20.0,28.0
Хашбраун [Макдоналдс],132.0,1.3,7.7,14.0
Цезарь Ролл без Соуса [Макдоналдс],300.0,18.0,10.0,30.0
Цезарь Ролл Чураско [Макдоналдс],552.0,19.0,32.0,46.0
Чай Липтон Зелёный [Макдоналдс],107.0,0.0,0.0,27.0
Чиабатта Биф [Макдоналдс без сахара],385.0,19.0,19.0,38.0
Чиабатта с Ветчиной и Сыром [Макдоналдс],432.0,23.0,17.0,47.0
Чиабатта с Тунцом [Макдоналдс],371.0,22.0,11.0,44.0
Чиз Лаваш [Макдоналдс],187.0,8.0,7.0,22.0
Чизбургер [Макдоналдс],299.0,16.0,13.0,30.0
Чизбургер без Нижней Булки [Макдоналдс],233.0,14.0,12.0,16.0
Чизбургер Де Люкс [Макдоналдс],480.0,23.0,22.0,47.0
Чизбургер с Беконом [Макдоналдс],314.0,17.0,14.0,30.0
Чизбургер Фреш [Макдоналдс],348.0,16.0,18.0,30.0
Чизкейк [Макдоналдс],359.0,6.0,24.0,31.0
Чизкейк Нью-Йорк [Макдоналдс],475.0,10.0,22.0,59.0
Чизкейк по-Американски [Макдоналдс],340.0,5.6,22.2,29.2
Чикаго Барбекю [Макдоналдс],660.0,41.0,38.0,38.0
Чикен А-Ля Рус с Беконом [Макдоналдс],577.0,24.0,28.0,57.0
Чикен Бекон [Макдоналдс],680.0,27.0,36.0,60.0
Чикен Бургер [Макдоналдс],360.0,12.0,16.0,41.0
Чикен Грик Мак [Макдоналдс],490.0,21.0,21.0,55.0
Чикен Гриль [Макдоналдс],381.0,19.0,16.0,40.0
Чикен Гурмэ Экзотик [Макдоналдс],621.0,25.0,33.0,55.0
Чикен Де Люкс [Макдоналдс],504.0,20.0,25.0,49.0
Чикен Джуниор [Макдоналдс],390.0,14.0,18.0,43.0
